Survey::Survey_Date,Outfall_ID,E. coli at 100ml,Air Temp,Alkalinity,Arrival_Time,Bac Notes,Color,Cond Exceed Tot,Conductivity,Copper,Copper Exceed Tot,DO,DO Exceedance Tot,E. coli Exceed Tot,Enterococcus at 100ml,Flouride,Flow_Rate,Genl_outfall_notes,Hardness,Hydrogen Sulfide,Iron,Lead,Lead Exceed Tot,Manganese,Mercury,Nitrate,Nitrite,Odor,pH,pH Exceed Tot,QCQA,Salinity,Sample Vol ML,Sodium Chloride,Survey_nbr,Temp Exceed Tot,Temp_Difference,Total Chlorine,TotalCount,Turbidity,Turbidity Exceed Tot,UniqueCount,Vis_Notes,Visual,Water Temp,WQ_Notes,YSI Dupe,Zinc,Survey::City
12/13/2023,Broadway St,115,8.4,,20:00:00,,1,164,241.2,,8,11.06,30,126,10,,High,,,,,,0,,,,,1,7.24,0,YES,0.12,,,BEL231213,175,1.3,,565,4.75,6,1.74137931,,0,9.7,,NO,,Bellingham
12/13/2023,Broadway St,,,80,,,,164,,0,8,,30,126,,0,,,50,0,0,0,0,0,0,0,0,,,0,YES,,,0,BEL231213,175,,0,565,,6,1.75862069,,,,done in the sample bottle the next morning,NO,0,Bellingham
01/23/2024,Broadway St,175,7.3,,20:18:00,,2,164,302.5,,8,12.9,30,126,35,,High,,,,,,0,,,,,3,7.07,0,YES,0.14,,,BEL240123,175,-1.7,,565,2.44,6,1.775862069,,0,5.6,,NO,,Bellingham
01/23/2024,Broadway St,135,7.3,,20:19:00,,2,164,302.6,,8,12.71,30,126,100,,High,,,,,,0,,,,,3,7.17,0,YES,0.14,,,BEL240123,175,-1.7,,565,3.08,6,1.793103448,,0,5.6,,NO,,Bellingham
01/23/2024,Broadway St,,,40,,,,164,,0,8,,30,126,,0,,,25,0,0,0,0,0,0,0,0,,,0,YES,,,0,BEL240123,175,,0,565,,6,1.810344828,,,,,NO,5,Bellingham
01/23/2024,Broadway St,,,40,,,,164,,0,8,,30,126,,4,,,25,0,0,0,0,0,0,0,0,,,0,YES,,,0,BEL240123,175,,0,565,,6,1.827586207,,,,,NO,5,Bellingham
02/15/2024,Broadway St,125,6,,15:46:00,,1,164,374.2,,8,12.04,30,126,25,,High,,,,,,0,,,,,0,7.38,0,YES,0.18,,,BEL240215,175,2.6,,565,0,6,1.844827586,,1,8.6,,NO,,Bellingham
02/15/2024,Broadway St,,,80,,,,164,,0,8,,30,126,,0,,,50,0,0,0,0,0,0,0,0,,,0,YES,,,0,BEL240215,175,,0,565,,6,1.862068966,,,,"originally thought 0.5 for chlorine because it was not white, but not pink tint. However, we realized the color of the box started out that way & confirmed with a distilled water sample.",NO,0,Bellingham
03/13/2024,Broadway St,175,13.5,80,15:26:00,,1,164,381.3,0,8,113.7,30,126,250,0,High,,50,0,0,0,0,0,0,0,0,1,7.42,0,YES,0.18,,0,BEL240313,175,-4.7,0,565,3.56,6,1.879310345,,0,8.8,,NO,0,Bellingham
04/10/2024,Broadway St,150,27.5,80,,,1,164,284.6,0,8,9.67,30,126,100,0,High,,100,0,0,0,0,0,0,0,0,1,7.19,0,YES,0.14,,0,BEL240410,175,-16.7,0,565,4.15,6,1.896551724,odor: sulfur; visual: some cloudiness and bubbles; microbial mat unchanged,2,10.8,,NO,0,Bellingham
05/22/2024,Broadway St,966,18.5,80,,,1,164,282.1,0,8,10.03,30,126,,0,High,,100,0,0,0,0,0,0,0,0,1,7.2,0,YES,0.14,,0,BEL240522,175,-4.7,0,565,5.35,6,1.913793103,color: yellow; odor: sulfur; visual: foam and cloudiness; colonies rounded to nearest whole cfu,2,13.8,,NO,0,Bellingham
07/01/2024,Broadway St,100,22.7,120,10:32:00,,1,164,426.9,0,8,9.78,30,126,,0,Moderate,,250,0,0,0,0,0,0,0,0,1,7.35,0,YES,0.21,3,0,30011,175,-7.5,0,565,0,6,1.931034483,"microbial mat present
yellow/bubbles foam
sulfer odor
",1,15.2,,NO,0,Bellingham
07/01/2024,Broadway St,,22.7,,10:32:00,,1,164,413.8,,8,9.71,30,126,,,Moderate,,,,,,0,,,,,1,7.4,0,YES,0.2,,,30011,175,-7.6,,565,0,6,1.948275862,"microbial mat presentyellow/bubbles foam
sulfer odor",1,15.1,,"No
Yes",,Bellingham
07/30/2024,Broadway St,2764,20.2,40,09:30:00,,3,164,157.1,0,8,9.56,30,126,,0,Heavy,,100,0,0,0,0,0,0,0,0,1,7.28,0,YES,0.07,3,0,30015,175,-1.6,0,565,3.86,6,1.965517241,"Microbial mat present in same location.
Pictures taken 
Lots of foaming, brown, sulfer smell",3,18.6,,NO,0,Bellingham
08/30/2024,Broadway St,266,13.2,80,07:44:00,,1,164,410.1,0,8,9.29,30,126,,0,Moderate,,100,0,0,5,0,0,0,,,2,7.54,0,YES,0.2,3,0,30102,175,3.2,,565,3.95,6,1.982758621,"yellow color, sulfer smell, foam",1,16.4,chlorine - yellow; nitrite and nitrate - gray,No,0,Bellingham
09/17/2024,Broadway St,33,25.1,80,12:19:00,,2,164,409.2,0,8,9.44,30,126,,0,Moderate,,100,0,0,0,0,0,0,0,0,1,7.25,0,YES,0.2,3,0,30115,175,-8.7,0,565,4.33,6,2,"yellow, sulfur; microbial mat similar location to previous months",0,16.4,,No,0,Bellingham
12/03/2020,C St,,7.78,,13:30:00,,,164,299.42,,8,6.47,30,126,,,Present,,,,,,0,,,,,2,7.13,0,YES,,,,BEL201203,175,1.62,,565,,6,2.015873016,,,9.4,,NO,,Bellingham
02/03/2021,C St,80,8.89,,,,1,164,3920,,8,10.17,30,126,,,Present,,,,,,0,,,,,2,7.34,0,YES,2.08,,,BEL210203,175,-0.79,,565,9,6,2.031746032,,0,8.1,,NO,,Bellingham
03/16/2021,C St,100,9.4,,,,0,164,611.6,,8,11.65,30,126,,,Present,,,,,,0,,,,,0,7.68,0,YES,0.3,,,BEL210316,175,-2,,565,9,6,2.047619048,,0,7.4,,NO,,Bellingham
04/15/2021,C St,60,20,,,,0,164,520.7,,8,,30,126,,,Present,,,,,,0,,,,,0,7.18,0,YES,0.25,,,BEL210415,175,-9.1,,565,9,6,2.063492063,,0,10.9,,NO,,Bellingham
05/11/2021,C St,120,17.3,,,,1,164,1289,,8,,30,126,,,Present,,,,,,0,,,,,0,7.23,0,YES,0.84,,,BEL210511,175,-3.7,,565,9,6,2.079365079,,0,13.6,,NO,,Bellingham
05/11/2021,C St,40,17.3,,,,1,164,1173,,8,,30,126,,,Present,,,,,,0,,,,,0,7.3,0,YES,0.76,,,BEL210511,175,-3.7,,565,9,6,2.095238095,,0,13.6,,NO,,Bellingham
06/08/2021,C St,40,22.1,,,,0,164,19660,,8,5.96,30,126,,,Present,,,,,,0,,,,,0,7.26,0,YES,11.75,,,BEL210608,175,-7.2,,565,9,6,2.111111111,,1,14.9,,NO,,Bellingham
06/08/2021,C St,40,22.1,,,,0,164,19610,,8,5.72,30,126,,,Present,,,,,,0,,,,,0,7.22,0,YES,11.72,,,BEL210608,175,-7.5,,565,9,6,2.126984127,,1,14.6,,NO,,Bellingham
07/06/2021,C St,240,22.2,,,,1,164,13789,,8,5.79,30,126,,,Present,,,,,,0,,,,,0,7.48,0,YES,8,,,BEL210706,175,-3.8,,565,9,6,2.142857143,,0,18.4,,NO,,Bellingham
08/11/2021,C St,260,22.3,,,,1,164,15377,,8,4.53,30,126,,,Present,,,,,,0,,,,,0,7.04,0,YES,8.99,,,BEL210811,175,-1.4,,565,9,6,2.158730159,,0,20.9,,NO,,Bellingham
09/07/2021,C St,160,22.8,,,,0,164,25338,,8,7.26,30,126,,,Present,,,,,,0,,,,,0,7.54,0,YES,15.49,,,BEL210907,175,-4.9,,565,9,6,2.174603175,,2,17.9,,NO,,Bellingham
09/07/2021,C St,180,22.8,,,,0,164,25340,,8,7.1,30,126,,,Present,,,,,,0,,,,,0,7.59,0,YES,15.5,,,BEL210907,175,-5,,565,9,6,2.19047619,,2,17.8,,NO,,Bellingham
10/04/2021,C St,300,14.2,,,,1,164,2444,,8,7.23,30,126,,,Present,,,,,,0,,,,,1,7.49,0,YES,1.27,,,BEL211004,175,0.7,,565,9,6,2.206349206,,2,14.9,,NO,,Bellingham
11/01/2021,C St,140,7.22,,,,0,164,1774,,8,7.96,30,126,,,Present,,,,,,0,,,,,2,7.43,0,YES,0.91,,,BEL211101,175,5.18,,565,9,6,2.222222222,,1,12.4,,NO,,Bellingham
12/01/2021,C St,1900,13.9,,,,0,164,200.8,,8,10.72,30,126,,,Present,,,,,,0,,,,,1,6.95,0,YES,0.1,,,BEL211201,175,-2.1,,565,9,6,2.238095238,,0,11.8,,NO,,Bellingham
01/13/2022,C St,560,5.5,,,,0,164,498.2,,8,10.7,30,126,,,Present,,,,,,0,,,,,2,7.2,0,YES,0.24,,,BEL220113,175,2.8,,565,9,6,2.253968254,,3,8.3,,NO,,Bellingham
02/24/2022,C St,2240,3,,,,1,164,5708,,8,10.71,30,126,,,Present,,,,,,0,,,,,0,7.17,0,YES,3.1,,,BEL220224,175,4,,565,9,6,2.26984127,,0,7,,NO,,Bellingham
03/24/2022,C St,40,15.2,,,,1,164,1654,,8,10.9,30,126,,,Present,,,,,,0,,,,,2,7.28,0,YES,0.84,,,BEL220324,175,-5.1,,565,9,6,2.285714286,,1,10.1,,NO,,Bellingham
04/18/2022,C St,760,13.7,,,,1,164,8794,,8,8.58,30,126,,,Present,,,,,,0,,,,,1,7.03,0,YES,4.92,,,BEL220418,175,-3.1,,565,9,6,2.301587302,,1,10.6,,NO,,Bellingham
05/18/2022,C St,460,12.2,,,,1,164,3034,,8,8.85,30,126,,,Present,,,,,,0,,,,,0,7.35,0,YES,1.59,,,BEL220518,175,0.1,,565,9,6,2.317460317,,2,12.3,,NO,,Bellingham
06/15/2022,C St,360,19.1,,,,1,164,3578,,8,8.17,30,126,,,Present,,,,,,0,,,,,0,8.35,0,YES,1.89,,,BEL220615,175,-4,,565,9,6,2.333333333,,1,15.1,,NO,,Bellingham
06/15/2022,C St,380,19.1,,,,1,164,3701,,8,8.07,30,126,,,Present,,,,,,0,,,,,0,7.85,0,YES,1.96,,,BEL220615,175,-4,,565,9,6,2.349206349,,1,15.1,,NO,,Bellingham
07/26/2022,C St,840,23.1,,,,0,164,19014,,8,5.31,30,126,,,Present,,,,,,0,,,,,0,7.63,0,YES,11.32,,,BEL220726,175,-2.5,,565,9,6,2.365079365,,2,20.6,,NO,,Bellingham
08/25/2022,C St,160,23.5,,,,0,164,17666,,8,6.72,30,126,,,Present,,,,,,0,,,,,1,7.28,0,YES,10.44,,,BEL220825,175,-3,,565,9,6,2.380952381,,2,20.5,,NO,,Bellingham
08/25/2022,C St,120,23.5,,,,0,164,17660,,8,6.71,30,126,,,Present,,,,,,0,,,,,1,7.25,0,YES,10.45,,,BEL220825,175,-2.8,,565,9,6,2.396825397,,2,20.7,,NO,,Bellingham
09/07/2022,C St,100,15.5,,,,0,164,42510,,8,4.87,30,126,,,Present,,,,,,0,,,,,0,7.05,0,YES,27.3,,,BEL220907,175,3.2,,565,9,6,2.412698413,,1,18.7,,NO,,Bellingham
10/04/2022,C St,0,13,,,,0,164,25975,,8,6.79,30,126,,,Present,,,,,,0,,,,,0,6.85,0,YES,15.91,,,BEL221004,175,3.1,,565,9,6,2.428571429,,2,16.1,,NO,,Bellingham
11/07/2022,C St,2400,1.1,,,,0,164,14684,,8,8.32,30,126,,,Present,,,,,,0,,,,,1,6.84,0,YES,8.55,,,BEL221107,175,9.9,,565,9,6,2.444444444,,1,11,,NO,,Bellingham
12/05/2022,C St,157,5.8,,,,0,164,6107,,8,11.25,30,126,,,Present,,,,,,0,,,,,1,7.24,0,YES,3.32,,,BEL221205,175,1,,565,9,6,2.46031746,,2,6.8,,NO,,Bellingham
01/03/2023,C St,20,4.8,,,,0,164,2132,,8,10.3,30,126,,,Present,,,,,,0,,,,,2,7.13,0,YES,1.18,,,BEL230103,175,3.1,,565,9,6,2.476190476,,2,7.9,,NO,,Bellingham
02/15/2023,C St,40,6.7,,,,1,164,596.6,,8,13.1,30,126,,,Present,,,,,,0,,,,,2,7.23,0,YES,0.29,,,BEL230215,175,-0.2,,565,9,6,2.492063492,,1,6.5,,NO,,Bellingham
03/14/2023,C St,500,10,,,,1,164,1175,,8,12.22,30,126,,,Present,,,,,,0,,,,,1,5.36,0,YES,0.59,,,BEL230314,175,-2.6,,565,9,6,2.507936508,,1,7.4,,NO,,Bellingham
04/11/2023,C St,2500,10,,,,2,164,1391,,8,10.33,30,126,2500,,Present,,,,,,0,,,,,1,7.45,0,YES,0.7,,,BEL230411,175,-0.7,,565,15,6,2.523809524,,1,9.3,,NO,,Bellingham
05/09/2023,C St,75,13,,,,0,164,3058,,8,,30,126,,,Present,,,,,,0,,,,,0,7.53,0,YES,1.6,,,BEL230509,175,0,,565,9,6,2.53968254,,1,13,,NO,,Bellingham
06/06/2023,C St,45,21.1,,,,0,164,21493,,8,,30,126,,,Present,,,,,,0,,,,,0,6.63,0,YES,12.95,,,BEL230606,175,-4.2,,565,9,6,2.555555556,,2,16.9,,NO,,Bellingham
07/18/2023,C St,140,23.7,,,,0,164,12621,,8,7.4,30,126,,,Present,,,,,,0,,,,,0,7.72,0,YES,7.27,,,BEL230718,175,-4.7,,565,1.94,6,2.571428571,,2,19,,NO,,Bellingham
08/01/2023,C St,110,18,,,,0,164,27559,,8,6.7,30,126,,,Present,,,,,,0,,,,,0,7.62,0,YES,16.98,,,BEL230801,175,1.5,,565,0,6,2.587301587,,2,19.5,,NO,,Bellingham
09/26/2023,C St,405,16.6,,11:02:00,,1,164,15458,,8,6.76,30,126,2295,,Moderate,,,,,,0,,,,,1,7.15,0,YES,9.06,,,BEL230926,175,-1.1,,565,1.7,6,2.603174603,,2,15.5,,NO,,Bellingham
09/26/2023,C St,460,16,,11:11:00,,1,164,15440,,8,6.77,30,126,2380,,Moderate,,,,,,0,,,,,1,7.19,0,YES,9.05,,,BEL230926,175,-0.5,,565,4.24,6,2.619047619,,2,15.5,,NO,,Bellingham
09/26/2023,C St,,,40,,,,164,,0,8,,30,126,,4,,,425,0,0,0,0,0,0,10,10,,,0,YES,,,2000,BEL230926,175,,0,565,,6,2.634920635,,,,Zinc test 2 = 5; Fluoride test 2 = 4,NO,5,Bellingham
09/26/2023,C St,,,0,,,,164,,0,8,,30,126,,0,,,250,0,0,5,0,0,0,10,1,,,0,YES,,,2000,BEL230926,175,,0,565,,6,2.650793651,,,,Lead test 2 = 0; ,NO,0,Bellingham
10/24/2023,C St,,9.9,,07:37:00,,1,164,3437,,8,9.39,30,126,350,,High,,,,,,0,,,,,0,7.37,0,YES,1.82,,,BEL231024,175,3.3,,565,5.1,6,2.666666667,,2,13.2,,NO,,Bellingham
10/24/2023,C St,,,40,,,,164,,0,8,,30,126,,0,,,50,0,0,0,0,0,0,0,0,,,0,YES,,,100,BEL231024,175,,0,565,,6,2.682539683,,,,,NO,0,Bellingham
11/13/2023,C St,160,7.1,,19:45:00,,1,164,8615,,8,8.7,30,126,,,Moderate,,,,,,0,,,,,1,7.05,0,YES,4.82,,,BEL231113,175,4.1,,565,0.48,6,2.698412698,,1,11.2,,NO,,Bellingham
11/13/2023,C St,,,120,,,,164,,0,8,,30,126,,4,,,250,0,0,0,0,0,0,0,0,,,0,YES,,,100,BEL231113,175,,0,565,,6,2.714285714,,,,Fluoride test 2 = 0,NO,0,Bellingham
12/13/2023,C St,50,10.6,,19:32:00,,1,164,10399,,8,9.7,30,126,5,,High,,,,,,0,,,,,3,6.37,0,YES,5.88,,,BEL231213,175,-1.4,,565,1.48,6,2.73015873,,1,9.2,,NO,,Bellingham
12/13/2023,C St,,7.3,,19:32:00,,1,164,10729,,8,9.51,30,126,,,High,,,,,,0,,,,,3,7.02,0,YES,6.09,,,BEL231213,175,2,,565,0,6,2.746031746,,1,9.3,,NO,,Bellingham
12/13/2023,C St,,,0,,,,164,,0,8,,30,126,,0,,,100,0,0,0,0,0,0,0,0,,,0,YES,,,1000,BEL231213,175,,0,565,,6,2.761904762,,,,done in the sample bottle the next morning,NO,0,Bellingham
12/13/2023,C St,,,40,,,,164,,0,8,,30,126,,0,,,100,0,0,0,0,0,0,0,0,,,0,YES,,,1000,BEL231213,175,,0,565,,6,2.777777778,,,,done in the sample bottle the next morning,NO,0,Bellingham
01/23/2024,C St,400,9.8,,19:47:00,,2,164,1573,,8,11.13,30,126,1610,,High,,,,,,0,,,,,3,6.57,0,YES,0.79,,,BEL240123,175,-3.5,,565,0.73,6,2.793650794,,0,6.3,,NO,,Bellingham
01/23/2024,C St,,,120,,,,164,,0,8,,30,126,,100,,,50,0,0,0,0,0,0,0,0,,,0,YES,,,0,BEL240123,175,,0,565,,6,2.80952381,,,,zinc:4 (might have meant 5),NO,,Bellingham
02/15/2024,C St,35,7.2,,15:13:00,,3,164,4234,,8,11.59,30,126,50,,High,,,,,,0,,,,,2,7.22,0,YES,2.25,,,BEL240215,175,0,,565,0.63,6,2.825396825,,1,7.2,,NO,,Bellingham
02/15/2024,C St,10,7.2,,15:13:00,,3,164,4575,,8,11.8,30,126,55,,High,,,,,,0,,,,,2,7.26,0,YES,2.44,,,BEL240215,175,0,,565,0,6,2.841269841,,1,7.2,,NO,,Bellingham
02/15/2024,C St,,,80,,,,164,,0,8,,30,126,,0,,,25,0,0,0,0,0,0,0,0,,,0,YES,,,0,BEL240215,175,,0,565,,6,2.857142857,,,,"originally thought 0.5 for chlorine because it was not white, but not pink tint. However, we realized the color of the box started out that way & confirmed with a distilled water sample.",NO,0,Bellingham
03/13/2024,C St,750,13.5,80,14:57:00,,2,164,806,0,8,12.47,30,126,675,0,High,,50,0,0,0,0,0,0,0,0,0,7.4,0,YES,0.4,,0,BEL240313,175,-6,0,565,3.15,6,2.873015873,,1,7.5,,NO,0,Bellingham
04/10/2024,C St,50,25,120,,,1,164,1505,0,8,9.31,30,126,150,0,High,,100,0,0,0,0,0,0,0,0,1,7.07,0,YES,0.76,,0,BEL240410,175,-14.8,0,565,0,6,2.888888889,color: yellow; odor: sulfur; microbial mat has expanded nearer to outfall,0,10.2,,NO,0,Bellingham
05/22/2024,C St,1264,18.2,120,,,1,164,851,0,8,8.81,30,126,,0,High,,250,0,0,0,0,0,0,0,0,0,6.68,0,YES,0.42,,0,BEL240522,175,-4.3,0,565,0.67,6,2.904761905,replicate Ecoli: 932 cfu/100ml; color: yellow; visual: slight foam; colonies rounded to nearest whole cfu,1,13.9,,NO,0,Bellingham
07/01/2024,C St,1166,24,80,09:54:00,,1,164,14102,0,8,7.07,30,126,,0,Moderate,,250,0,0,0,0,0,0,0,0,0,6.85,0,YES,8.2,3,0,30011,175,-6.9,0,565,0.69,6,2.920634921,"oily sheen/yellow
microbial mat present
photos taken",1,17.1,,NO,0,Bellingham
07/30/2024,C St,9999,21.3,80,08:44:00,,2,164,685,0,8,7.62,30,126,,0,Heavy,,100,0,0,0,0,0,0,0,0,1,6.56,0,YES,0.33,3,0,30015,175,-2.5,0,565,0,6,2.936507937,"microbial mat present, slightly closer to stormwater outfall
sulfer smell/yellow

E coli too numerous to count",1,18.8,,NO,0,Bellingham
07/30/2024,C St,9999,20.5,,08:44:00,too many to count,2,164,679,,8,7.82,30,126,,,Heavy,,,,,,0,,,,,1,7.1,0,YES,0.33,3,,30015,175,-1.8,,565,0,6,2.952380952,"Dupe
Yellow color, sulfer odor, slight foam.

Bacteria too numerous to count",1,18.7,,"No
Yes",,Bellingham
08/30/2024,C St,333,13.1,80,07:00:00,,2,164,3287,0.2,8,7.42,30,126,,0,Moderate,,250,0,0,5,0,0,0,,,2,7.32,0,YES,1.73,3,0,30102,175,4.4,,565,5.32,6,2.968253968,"Microbial mat/foam/sheen breaks apart, yellow color, sulfur smell",2,17.5,chlorine - yellow; nitrite and nitrate - gray,No,0,Bellingham
08/30/2024,C St,433,13.1,80,07:15:00,a little leakage,2,164,3337,0.2,8,7.56,30,126,,0,Moderate,,200,0,0,5,0,0,0,,,2,7.56,0,YES,1.76,3,0,30102,175,4.2,,565,5.56,6,2.984126984,"Microbial mat/foam/sheen breaks apart, yellow color, sulfur smell",2,17.3,chlorine - yellow; nitrite and nitrate - gray,No,0,Bellingham
09/17/2024,C St,67,22.3,80,11:39:00,,2,164,5789,0,8,8.03,30,126,,0,Trickle,"Although no 24hr rainfall, there has been significant rainfall recently, so flow was slightly lower than expected",250,0,0,0,0,0,0,0,0,2,7.47,0,YES,3.16,3,0,30115,175,-5.4,0,565,2.6,6,3,"yellow, sulfur, oily sheen, microbial mat moved closer to outflow",2,16.9,,No,0,Bellingham
08/14/2024,Cedar,0,18,40,07:23:00,,1,164,488.8,0,8,9.08,30,126,,0,Trickle,,50,0,0,0,0,0,0,0,0,0,8.23,0,YES,0.24,3,0,30054,175,0.6,0,565,6.58,6,3.5,clear yellow color,1,18.6,,No,0,Bellingham
08/14/2024,Cedar,0,18,40,07:23:00,,1,164,487.1,0,8,9.08,30,126,,0,Trickle,,50,0,0,0,0,0,0,0,0,0,8.25,0,YES,0.24,3,0,30054,175,0.6,0,565,4.97,6,4,clear yellow color,1,18.6,,"No
Yes",0,Bellingham
12/03/2020,Cedar St,,7.78,,13:30:00,,,164,502.4,,8,10.26,30,126,,,Present,,,,,,0,,,,,,8.06,0,YES,10.2,,,BEL201203,175,4.12,,565,,6,4.017857143,,,11.9,,NO,,Bellingham
02/03/2021,Cedar St,20,8.89,,11:00:00,,0,164,315,,8,11.46,30,126,,,Present,,,,,,0,,,,,0,7.79,0,YES,0.15,,,BEL210203,175,1.51,,565,9,6,4.035714286,,0,10.4,,NO,,Bellingham
03/16/2021,Cedar St,20,9.4,,,,0,164,539.9,,8,20.22,30,126,,,Present,,,,,,0,,,,,1,8.16,0,YES,0.26,,,BEL210316,175,1,,565,9,6,4.053571429,,0,10.4,,NO,,Bellingham
04/15/2021,Cedar St,120,20,,,,0,164,567.6,,8,,30,126,,,Present,,,,,,0,,,,,0,7.89,0,YES,0.28,,,BEL210415,175,-8.2,,565,9,6,4.071428571,,0,11.8,,NO,,Bellingham
05/11/2021,Cedar St,20,17.3,,,,0,164,460,,8,,30,126,,,Present,,,,,,0,,,,,0,8.11,0,YES,0.29,,,BEL210511,175,-4,,565,9,6,4.089285714,,0,13.3,,NO,,Bellingham
06/08/2021,Cedar St,20,22.1,,,,0,164,645,,8,10,30,126,,,Present,,,,,,0,,,,,0,8,0,YES,0.32,,,BEL210608,175,-7.3,,565,9,6,4.107142857,,0,14.8,,NO,,Bellingham
07/06/2021,Cedar St,20,22.2,,,,0,164,643,,8,9.6,30,126,,,Present,,,,,,0,,,,,0,8.39,0,YES,0.31,,,BEL210706,175,-4.9,,565,9,6,4.125,,0,17.3,,NO,,Bellingham
08/11/2021,Cedar St,40,22.3,,,,0,164,627,,8,10.03,30,126,,,Present,,,,,,0,,,,,0,8,0,YES,0.31,,,BEL210811,175,-3.2,,565,9,6,4.142857143,,0,19.1,,NO,,Bellingham
09/07/2021,Cedar St,60,22.8,,,,0,164,662,,8,10.15,30,126,,,Present,,,,,,0,,,,,0,8.07,0,YES,0.32,,,BEL210907,175,-4.8,,565,9,6,4.160714286,,0,18,,NO,,Bellingham
10/04/2021,Cedar St,160,14.2,,,,0,164,844,,8,9.31,30,126,,,Present,,,,,,0,,,,,0,8.14,0,YES,0.42,,,BEL211004,175,2.1,,565,9,6,4.178571429,,0,16.3,,NO,,Bellingham
11/01/2021,Cedar St,20,7.22,,,,0,164,498.2,,8,9.85,30,126,,,Present,,,,,,0,,,,,0,7.96,0,YES,0.24,,,BEL211101,175,6.68,,565,9,6,4.196428571,,0,13.9,,NO,,Bellingham
11/01/2021,Cedar St,60,7.22,,,,0,164,497.3,,8,9.86,30,126,,,Present,,,,,,0,,,,,0,8.01,0,YES,0.24,,,BEL211101,175,6.78,,565,9,6,4.214285714,,0,14,,NO,,Bellingham
12/01/2021,Cedar St,440,13.9,,,,0,164,143.6,,8,12.14,30,126,,,Present,,,,,,0,,,,,0,7.12,0,YES,0.07,,,BEL211201,175,-1.6,,565,9,6,4.232142857,,0,12.3,,NO,,Bellingham
01/13/2022,Cedar St,400,5.5,,,,0,164,439.3,,8,10.93,30,126,,,Present,,,,,,0,,,,,0,7.62,0,YES,0.21,,,BEL220113,175,5.4,,565,9,6,4.25,,0,10.9,,NO,,Bellingham
02/24/2022,Cedar St,260,3,,,,0,164,1361,,8,10.02,30,126,,,Present,,,,,,0,,,,,0,7.95,0,YES,0.68,,,BEL220224,175,6.5,,565,9,6,4.267857143,,0,9.5,,NO,,Bellingham
03/24/2022,Cedar St,20,15.2,,,,0,164,426.9,,8,11.19,30,126,,,Present,,,,,,0,,,,,0,8.13,0,YES,0.21,,,BEL220324,175,-3.4,,565,9,6,4.285714286,,0,11.8,,NO,,Bellingham
04/18/2022,Cedar St,500,13.7,,,,0,164,400.7,,8,10.34,30,126,,,Present,,,,,,0,,,,,0,7.42,0,YES,0.19,,,BEL220418,175,-1.6,,565,9,6,4.303571429,,0,12.1,,NO,,Bellingham
05/18/2022,Cedar St,640,12.2,,,,2,164,293.7,,8,10.33,30,126,,,Present,,,,,,0,,,,,0,7.71,0,YES,0.14,,,BEL220518,175,1.1,,565,13,6,4.321428571,,0,13.3,,NO,,Bellingham
06/15/2022,Cedar St,100,19.1,,,,1,164,498.6,,8,9.86,30,126,,,Present,,,,,,0,,,,,2,7.91,0,YES,0.24,,,BEL220615,175,-3.7,,565,13,6,4.339285714,,1,15.4,,NO,,Bellingham
07/26/2022,Cedar St,2480,23.1,,,,1,164,668,,8,9.89,30,126,,,Present,,,,,,0,,,,,0,8.01,0,YES,0.33,,,BEL220726,175,-5.1,,565,9,6,4.357142857,,0,18,,NO,,Bellingham
08/25/2022,Cedar St,900,23.5,,,,1,164,766,,8,9.81,30,126,,,Present,,,,,,0,,,,,0,8.04,0,YES,0.38,,,BEL220825,175,-4.7,,565,13,6,4.375,,0,18.8,,NO,,Bellingham
09/07/2022,Cedar St,400,15.5,,,,0,164,1123,,8,6.29,30,126,,,Present,,,,,,0,,,,,0,7.99,0,YES,0.56,,,BEL220907,175,2.7,,565,9,6,4.392857143,,0,18.2,,NO,,Bellingham
09/07/2022,Cedar St,1100,15.5,,,,0,164,1106,,8,6.16,30,126,,,Present,,,,,,0,,,,,0,8.03,0,YES,0.55,,,BEL220907,175,2.7,,565,9,6,4.410714286,,0,18.2,,NO,,Bellingham
10/04/2022,Cedar St,500,13,,,,0,164,731,,8,9.74,30,126,,,Present,,,,,,0,,,,,0,8.3,0,YES,0.36,,,BEL221004,175,3.2,,565,9,6,4.428571429,,0,16.2,,NO,,Bellingham
10/04/2022,Cedar St,100,13,,,,0,164,726,,8,9.7,30,126,,,Present,,,,,,0,,,,,0,8.2,0,YES,0.36,,,BEL221004,175,3.3,,565,9,6,4.446428571,,0,16.3,,NO,,Bellingham
11/07/2022,Cedar St,4300,1.1,,,,0,164,503.2,,8,9.88,30,126,,,Present,,,,,,0,,,,,1,7.77,0,YES,0.24,,,BEL221107,175,12.4,,565,9,6,4.464285714,,0,13.5,,NO,,Bellingham
12/05/2022,Cedar St,34,5.8,,,,0,164,567.8,,8,11.02,30,126,,,Present,,,,,,0,,,,,0,8.01,0,YES,0.28,,,BEL221205,175,4.7,,565,9,6,4.482142857,,0,10.5,,NO,,Bellingham
12/05/2022,Cedar St,38,5.8,,,,0,164,567.9,,8,11.01,30,126,,,Present,,,,,,0,,,,,0,8.02,0,YES,0.28,,,BEL221205,175,4.7,,565,9,6,4.5,,0,10.5,,NO,,Bellingham
01/03/2023,Cedar St,70,4.8,,,,1,164,616.9,,8,11.3,30,126,,,Present,,,,,,0,,,,,0,7.62,0,YES,0.3,,,BEL230103,175,6.5,,565,9,6,4.517857143,,0,11.3,,NO,,Bellingham
